,date,username,tweet,Tokenization,Stop_Removal,Tweet_Stemmed
108,2022-04-06 05:55:11,annaufal31,klo yang naik maruf amin trs wakilnya jadi puan maharani lepas kandang masuk kandang,"['klo', 'yang', 'naik', 'maruf', 'amin', 'trs', 'wakilnya', 'jadi', 'puan', 'maharani', 'lepas', 'kandang', 'masuk', 'kandang']","['klo', 'maruf', 'amin', 'trs', 'wakilnya', 'puan', 'maharani', 'lepas', 'kandang', 'masuk', 'kandang']","['klo', 'maruf', 'amin', 'trs', 'wakil', 'puan', 'maharani', 'lepas', 'kandang', 'masuk', 'kandang']"
109,2022-04-06 05:54:57,AKUsetiaNKRI,reformasi jilid singkirkan rezim otoriter,"['reformasi', 'jilid', 'singkirkan', 'rezim', 'otoriter']","['reformasi', 'jilid', 'singkirkan', 'rezim', 'otoriter']","['reformasi', 'jilid', 'singkir', 'rezim', 'otoriter']"
110,2022-04-06 05:54:35,sudrajat_azhar,semoga doa kita terkabul meskipun penggantinya tdk membangun indonesia lebih baik paling tidak mengurangi hutang dan tidak membebani rakyat dengan mahal harga kebutuhan pokok,"['semoga', 'doa', 'kita', 'terkabul', 'meskipun', 'penggantinya', 'tdk', 'membangun', 'indonesia', 'lebih', 'baik', 'paling', 'tidak', 'mengurangi', 'hutang', 'dan', 'tidak', 'membebani', 'rakyat', 'dengan', 'mahal', 'harga', 'kebutuhan', 'pokok']","['semoga', 'doa', 'terkabul', 'penggantinya', 'tdk', 'membangun', 'indonesia', 'mengurangi', 'hutang', 'membebani', 'rakyat', 'mahal', 'harga', 'kebutuhan', 'pokok']","['moga', 'doa', 'kabul', 'ganti', 'tdk', 'bangun', 'indonesia', 'kurang', 'hutang', 'beban', 'rakyat', 'mahal', 'harga', 'butuh', 'pokok']"
111,2022-04-06 05:53:56,MarsellSri,mahasiswa adalah referensi rakyat mahasiswa mewakili suara rakyat,"['mahasiswa', 'adalah', 'referensi', 'rakyat', 'mahasiswa', 'mewakili', 'suara', 'rakyat']","['mahasiswa', 'referensi', 'rakyat', 'mahasiswa', 'mewakili', 'suara', 'rakyat']","['mahasiswa', 'referensi', 'rakyat', 'mahasiswa', 'wakil', 'suara', 'rakyat']"
112,2022-04-06 05:53:32,AKUsetiaNKRI,,[''],[''],['']
113,2022-04-06 05:53:02,munthe_chanel,apa yang gak naik buatnya tensi pun naik buatnya,"['apa', 'yang', 'gak', 'naik', 'buatnya', 'tensi', 'pun', 'naik', 'buatnya']","['gak', 'buatnya', 'tensi', 'buatnya']","['gak', 'buat', 'tensi', 'buat']"
114,2022-04-06 05:52:59,kesuksessanmu,akan kah jadi seruan aksi kembali akankah jadi gejayan memanggil lagi,"['akan', 'kah', 'jadi', 'seruan', 'aksi', 'kembali', 'akankah', 'jadi', 'gejayan', 'memanggil', 'lagi']","['kah', 'seruan', 'aksi', 'gejayan', 'memanggil']","['kah', 'seru', 'aksi', 'gejayan', 'panggil']"
115,2022-04-06 05:52:44,joee128,gassss,['gassss'],['gassss'],['gassss']
116,2022-04-06 05:52:22,Android_AK_47,untuk seluruh pejuang sosmed tgl waktunya kita berjuang dunia nyata satukan suara,"['untuk', 'seluruh', 'pejuang', 'sosmed', 'tgl', 'waktunya', 'kita', 'berjuang', 'dunia', 'nyata', 'satukan', 'suara']","['pejuang', 'sosmed', 'tgl', 'berjuang', 'dunia', 'nyata', 'satukan', 'suara']","['juang', 'sosmed', 'tgl', 'juang', 'dunia', 'nyata', 'satu', 'suara']"
117,2022-04-06 05:52:21,petugaspartei,standar ganda kompresor mfud wkwk tag jogja turu subuh inisial,"['standar', 'ganda', 'kompresor', 'mfud', 'wkwk', 'tag', 'jogja', 'turu', 'subuh', 'inisial']","['standar', 'ganda', 'kompresor', 'mfud', 'wkwk', 'tag', 'jogja', 'turu', 'subuh', 'inisial']","['standar', 'ganda', 'kompresor', 'mfud', 'wkwk', 'tag', 'jogja', 'turu', 'subuh', 'inisial']"
118,2022-04-06 05:51:43,nadyavelly,enough over,"['enough', 'over']","['enough', 'over']","['enough', 'over']"
119,2022-04-06 05:51:25,petugaspartei,klo big data milik internal nape luhut umbar publik bilang aje big ngibul bkn big data tag jogja turu subuh inisial,"['klo', 'big', 'data', 'milik', 'internal', 'nape', 'luhut', 'umbar', 'publik', 'bilang', 'aje', 'big', 'ngibul', 'bkn', 'big', 'data', 'tag', 'jogja', 'turu', 'subuh', 'inisial']","['klo', 'big', 'data', 'milik', 'internal', 'nape', 'luhut', 'umbar', 'publik', 'bilang', 'aje', 'big', 'ngibul', 'bkn', 'big', 'data', 'tag', 'jogja', 'turu', 'subuh', 'inisial']","['klo', 'big', 'data', 'milik', 'internal', 'nape', 'luhut', 'umbar', 'publik', 'bilang', 'aje', 'big', 'ngibul', 'bkn', 'big', 'data', 'tag', 'jogja', 'turu', 'subuh', 'inisial']"
120,2022-04-06 05:51:23,Jeeepeeeeee,kenapa mesti,"['kenapa', 'mesti']",['mesti'],['mesti']
121,2022-04-06 05:51:06,AMamun94683175,semoga,['semoga'],['semoga'],['moga']
122,2022-04-06 05:49:23,winchesterfamz,beuh buzzer anies mengcrazy,"['beuh', 'buzzer', 'anies', 'mengcrazy']","['beuh', 'buzzer', 'anies', 'mengcrazy']","['beuh', 'buzzer', 'anies', 'mengcrazy']"
123,2022-04-06 05:49:02,828_Ops,work,['work'],['work'],['work']
124,2022-04-06 05:48:58,thekieyoung,tambah lagi nihh biar tau semua sudah kenyang janji manismuu,"['tambah', 'lagi', 'nihh', 'biar', 'tau', 'semua', 'sudah', 'kenyang', 'janji', 'manismuu']","['nihh', 'biar', 'tau', 'kenyang', 'janji', 'manismuu']","['nihh', 'biar', 'tau', 'kenyang', 'janji', 'manismuu']"
125,2022-04-06 05:48:35,nuhadim2,born ntar juga jadi sampah peradaban,"['born', 'ntar', 'juga', 'jadi', 'sampah', 'peradaban']","['born', 'ntar', 'sampah', 'peradaban']","['born', 'ntar', 'sampah', 'adab']"
126,2022-04-06 05:48:06,petugaspartei,luhut dah keya perdana menteri yak ngurusin covid lpg petalite dll tag jogja turu subuh inisial,"['luhut', 'dah', 'keya', 'perdana', 'menteri', 'yak', 'ngurusin', 'covid', 'lpg', 'petalite', 'dll', 'tag', 'jogja', 'turu', 'subuh', 'inisial']","['luhut', 'dah', 'keya', 'perdana', 'menteri', 'yak', 'ngurusin', 'covid', 'lpg', 'petalite', 'dll', 'tag', 'jogja', 'turu', 'subuh', 'inisial']","['luhut', 'dah', 'keya', 'perdana', 'menteri', 'yak', 'ngurusin', 'covid', 'lpg', 'petalite', 'dll', 'tag', 'jogja', 'turu', 'subuh', 'inisial']"
127,2022-04-06 05:47:09,828_Ops,semua itu bohong,"['semua', 'itu', 'bohong']",['bohong'],['bohong']
128,2022-04-06 05:46:56,cece_fakhruddin,politik kasihan gak percaya,"['politik', 'kasihan', 'gak', 'percaya']","['politik', 'kasihan', 'gak', 'percaya']","['politik', 'kasihan', 'gak', 'percaya']"
129,2022-04-06 05:46:37,JhonRinaldo10,prestasi gub jateng yang sangat fenomenal dan fantastis vrrsi kpk entah kpk puyeng atau kompas lagi error ngakak bacanya,"['prestasi', 'gub', 'jateng', 'yang', 'sangat', 'fenomenal', 'dan', 'fantastis', 'vrrsi', 'kpk', 'entah', 'kpk', 'puyeng', 'atau', 'kompas', 'lagi', 'error', 'ngakak', 'bacanya']","['prestasi', 'gub', 'jateng', 'fenomenal', 'fantastis', 'vrrsi', 'kpk', 'kpk', 'puyeng', 'kompas', 'error', 'ngakak', 'bacanya']","['prestasi', 'gub', 'jateng', 'fenomenal', 'fantastis', 'vrrsi', 'kpk', 'kpk', 'puyeng', 'kompas', 'error', 'ngakak', 'baca']"
130,2022-04-06 05:46:07,LowonganKerjaI3,loker pkss cleaning service loker jobsquweb group,"['loker', 'pkss', 'cleaning', 'service', 'loker', 'jobsquweb', 'group']","['loker', 'pkss', 'cleaning', 'service', 'loker', 'jobsquweb', 'group']","['loker', 'pkss', 'cleaning', 'service', 'loker', 'jobsquweb', 'group']"
131,2022-04-06 05:44:44,4DemocracyID,jokowi sudah gagal boro boro periode bila tidak segera mengundurkan diri indonesia bakal menghadapi turbulensi bahkan tsunami politik,"['jokowi', 'sudah', 'gagal', 'boro', 'boro', 'periode', 'bila', 'tidak', 'segera', 'mengundurkan', 'diri', 'indonesia', 'bakal', 'menghadapi', 'turbulensi', 'bahkan', 'tsunami', 'politik']","['jokowi', 'gagal', 'boro', 'boro', 'periode', 'mengundurkan', 'indonesia', 'menghadapi', 'turbulensi', 'tsunami', 'politik']","['jokowi', 'gagal', 'boro', 'boro', 'periode', 'undur', 'indonesia', 'hadap', 'turbulensi', 'tsunami', 'politik']"
132,2022-04-06 05:44:09,461D3L_246,qobul mari kita aminkan,"['qobul', 'mari', 'kita', 'aminkan']","['qobul', 'mari', 'aminkan']","['qobul', 'mari', 'amin']"
133,2022-04-06 05:43:27,pejuangrecee3h,buzzerp nasbung,"['buzzerp', 'nasbung']","['buzzerp', 'nasbung']","['buzzerp', 'nasbung']"
134,2022-04-06 05:42:55,AnitaAnnet4,apakah iya buka tweet shock,"['apakah', 'iya', 'buka', 'tweet', 'shock']","['iya', 'buka', 'tweet', 'shock']","['iya', 'buka', 'tweet', 'shock']"
135,2022-04-06 05:42:24,Willytambunan7,,[''],[''],['']
136,2022-04-06 05:42:09,zaakiiyaa,aamiin yra,"['aamiin', 'yra']","['aamiin', 'yra']","['aamiin', 'yra']"
137,2022-04-06 05:41:59,NAsBtati,wes wayahe,"['wes', 'wayahe']","['wes', 'wayahe']","['wes', 'wayahe']"
138,2022-04-06 05:41:23,daengjoemahir,semoga rezim bisa segera taubat,"['semoga', 'rezim', 'bisa', 'segera', 'taubat']","['semoga', 'rezim', 'taubat']","['moga', 'rezim', 'taubat']"
139,2022-04-06 05:41:18,excELLENttimee,semoga pemimpin kita seperti ini aamiin insert inisial,"['semoga', 'pemimpin', 'kita', 'seperti', 'ini', 'aamiin', 'insert', 'inisial']","['semoga', 'pemimpin', 'aamiin', 'insert', 'inisial']","['moga', 'pimpin', 'aamiin', 'insert', 'inisial']"
140,2022-04-06 05:40:42,Pockymon,ada tagar udah bikin bahagia,"['ada', 'tagar', 'udah', 'bikin', 'bahagia']","['tagar', 'udah', 'bikin', 'bahagia']","['tagar', 'udah', 'bikin', 'bahagia']"
141,2022-04-06 05:40:41,Android_AK_47,,[''],[''],['']
142,2022-04-06 05:40:33,lanjanayu,sampun mawon ketimbang soyo getun tibo buri,"['sampun', 'mawon', 'ketimbang', 'soyo', 'getun', 'tibo', 'buri']","['sampun', 'mawon', 'ketimbang', 'soyo', 'getun', 'tibo', 'buri']","['sampun', 'mawon', 'ketimbang', 'soyo', 'getun', 'tibo', 'bur']"
143,2022-04-06 05:39:48,kowy_sakhowy,ikutan,['ikutan'],['ikutan'],['ikut']
144,2022-04-06 05:39:07,MelawanKezalima,ayo muka tebal ayo fak ada malu,"['ayo', 'muka', 'tebal', 'ayo', 'fak', 'ada', 'malu']","['ayo', 'muka', 'tebal', 'ayo', 'fak', 'malu']","['ayo', 'muka', 'tebal', 'ayo', 'fak', 'malu']"
145,2022-04-06 05:38:34,Kang_Comot,pengadilan nigeria menjatuhkan hukuman penjara kepada seorang kafir karena membuat postingan medsos dianggap melecehkan wilayah utara negara afrika barat itu bagaimana pagii salah,"['pengadilan', 'nigeria', 'menjatuhkan', 'hukuman', 'penjara', 'kepada', 'seorang', 'kafir', 'karena', 'membuat', 'postingan', 'medsos', 'dianggap', 'melecehkan', 'wilayah', 'utara', 'negara', 'afrika', 'barat', 'itu', 'bagaimana', 'pagii', 'salah']","['pengadilan', 'nigeria', 'menjatuhkan', 'hukuman', 'penjara', 'kafir', 'postingan', 'medsos', 'dianggap', 'melecehkan', 'wilayah', 'utara', 'negara', 'afrika', 'barat', 'pagii', 'salah']","['adil', 'nigeria', 'jatuh', 'hukum', 'penjara', 'kafir', 'postingan', 'medsos', 'anggap', 'leceh', 'wilayah', 'utara', 'negara', 'afrika', 'barat', 'pagi', 'salah']"
146,2022-04-06 05:37:52,harunst91,ada apa ini,"['ada', 'apa', 'ini']",[],[]
147,2022-04-06 05:37:26,anas2good,untuk sekali saja berbakti pada negeri ini turunlah,"['untuk', 'sekali', 'saja', 'berbakti', 'pada', 'negeri', 'ini', 'turunlah']","['berbakti', 'negeri', 'turunlah']","['bakti', 'negeri', 'turun']"
148,2022-04-06 05:37:23,Andrianzaruddi1,garut hadir geus lila aing cape dibohongan wae lalilieur sagala mahal sagala lalengitan zaman geus edan,"['garut', 'hadir', 'geus', 'lila', 'aing', 'cape', 'dibohongan', 'wae', 'lalilieur', 'sagala', 'mahal', 'sagala', 'lalengitan', 'zaman', 'geus', 'edan']","['garut', 'hadir', 'geus', 'lila', 'aing', 'cape', 'dibohongan', 'wae', 'lalilieur', 'sagala', 'mahal', 'sagala', 'lalengitan', 'zaman', 'geus', 'edan']","['garut', 'hadir', 'geus', 'lila', 'aing', 'cape', 'bohong', 'wae', 'lalilieur', 'sagala', 'mahal', 'sagala', 'lalengitan', 'zaman', 'geus', 'edan']"
149,2022-04-06 05:37:22,pejuangrecee3h,saatnya lengser,"['saatnya', 'lengser']",['lengser'],['lengser']
150,2022-04-06 05:37:20,f2dlix,tiba kangen,"['tiba', 'kangen']",['kangen'],['kangen']
151,2022-04-06 05:36:29,badriamalewa12,muak mual mules,"['muak', 'mual', 'mules']","['muak', 'mual', 'mules']","['muak', 'mual', 'mules']"
152,2022-04-06 05:35:59,pejuangrecee3h,felis,['felis'],['felis'],['felis']
153,2022-04-06 05:35:52,paipulang,tetap kawal,"['tetap', 'kawal']",['kawal'],['kawal']
154,2022-04-06 05:35:41,Android_AK_47,setelah membandingkan dengan rezim pemerintahan lain indonesia dapat ditarik kesimpulan bahwa tidak ada rezim yang lebih brutal dalam menaikkan harga kebutuhan publik selain era pemerintahan jokowi ruf amin saat ini elite,"['setelah', 'membandingkan', 'dengan', 'rezim', 'pemerintahan', 'lain', 'indonesia', 'dapat', 'ditarik', 'kesimpulan', 'bahwa', 'tidak', 'ada', 'rezim', 'yang', 'lebih', 'brutal', 'dalam', 'menaikkan', 'harga', 'kebutuhan', 'publik', 'selain', 'era', 'pemerintahan', 'jokowi', 'ruf', 'amin', 'saat', 'ini', 'elite']","['membandingkan', 'rezim', 'pemerintahan', 'indonesia', 'ditarik', 'kesimpulan', 'rezim', 'brutal', 'menaikkan', 'harga', 'kebutuhan', 'publik', 'era', 'pemerintahan', 'jokowi', 'ruf', 'amin', 'elite']","['banding', 'rezim', 'perintah', 'indonesia', 'tarik', 'simpul', 'rezim', 'brutal', 'naik', 'harga', 'butuh', 'publik', 'era', 'perintah', 'jokowi', 'ruf', 'amin', 'elite']"
155,2022-04-06 05:35:30,AbdulAz49735448,,[''],[''],['']
156,2022-04-06 05:34:52,HeartOds,,[''],[''],['']
157,2022-04-06 05:33:50,HeartOds,hidup mahasiswa indonesia,"['hidup', 'mahasiswa', 'indonesia']","['hidup', 'mahasiswa', 'indonesia']","['hidup', 'mahasiswa', 'indonesia']"
158,2022-04-06 05:33:36,f2dlix,,[''],[''],['']
159,2022-04-06 05:33:15,politizia,jangan kasih kendor sampai penipu tumbang,"['jangan', 'kasih', 'kendor', 'sampai', 'penipu', 'tumbang']","['kasih', 'kendor', 'penipu', 'tumbang']","['kasih', 'kendor', 'tipu', 'tumbang']"
160,2022-04-06 05:32:52,excELLENttimee,dibilang pemimpin kegiatannya kayak model dibilang model know lah dibilang gagah gimana jadi pengen ngiris bawang sepanci,"['dibilang', 'pemimpin', 'kegiatannya', 'kayak', 'model', 'dibilang', 'model', 'know', 'lah', 'dibilang', 'gagah', 'gimana', 'jadi', 'pengen', 'ngiris', 'bawang', 'sepanci']","['dibilang', 'pemimpin', 'kegiatannya', 'kayak', 'model', 'dibilang', 'model', 'know', 'dibilang', 'gagah', 'gimana', 'pengen', 'ngiris', 'bawang', 'sepanci']","['bilang', 'pimpin', 'giat', 'kayak', 'model', 'bilang', 'model', 'know', 'bilang', 'gagah', 'gimana', 'ken', 'ngiris', 'bawang', 'panci']"
161,2022-04-06 05:32:38,MRusdiHakim86,,[''],[''],['']
162,2022-04-06 05:32:32,Unia30275387,clina ndang balio neng panggonmu,"['clina', 'ndang', 'balio', 'neng', 'panggonmu']","['clina', 'ndang', 'balio', 'neng', 'panggonmu']","['clina', 'ndang', 'balio', 'neng', 'panggon']"
163,2022-04-06 05:32:31,Bagiduitya,selamat pagi buka hape kenapa yang trending baiknya bikin pernyataan tidak akan menuda pemilu dan cukup periode saja sesuai undang undang sekarang masalah selesai dengan manis lbp diam dan tidak usah bikin gaduh dgn opini diluar tugasnya,"['selamat', 'pagi', 'buka', 'hape', 'kenapa', 'yang', 'trending', 'baiknya', 'bikin', 'pernyataan', 'tidak', 'akan', 'menuda', 'pemilu', 'dan', 'cukup', 'periode', 'saja', 'sesuai', 'undang', 'undang', 'sekarang', 'masalah', 'selesai', 'dengan', 'manis', 'lbp', 'diam', 'dan', 'tidak', 'usah', 'bikin', 'gaduh', 'dgn', 'opini', 'diluar', 'tugasnya']","['selamat', 'pagi', 'buka', 'hape', 'trending', 'baiknya', 'bikin', 'pernyataan', 'menuda', 'pemilu', 'periode', 'sesuai', 'undang', 'undang', 'selesai', 'manis', 'lbp', 'diam', 'bikin', 'gaduh', 'dgn', 'opini', 'diluar', 'tugasnya']","['selamat', 'pagi', 'buka', 'hape', 'trending', 'baik', 'bikin', 'nyata', 'menuda', 'milu', 'periode', 'sesuai', 'undang', 'undang', 'selesai', 'manis', 'lbp', 'diam', 'bikin', 'gaduh', 'dgn', 'opini', 'luar', 'tugas']"
164,2022-04-06 05:32:07,sinxara2,satu kata lawan,"['satu', 'kata', 'lawan']",['lawan'],['lawan']
165,2022-04-06 05:31:29,cybsquad_,wkwkwkw pencitraan mulu,"['wkwkwkw', 'pencitraan', 'mulu']","['wkwkwkw', 'pencitraan', 'mulu']","['wkwkwkw', 'citra', 'mulu']"
166,2022-04-06 05:31:05,vino_tanimura,lihat kayak gini kok jangan sampai  yaa,"['lihat', 'kayak', 'gini', 'kok', 'jangan', 'sampai', 'yaa']","['lihat', 'kayak', 'gini', 'yaa']","['lihat', 'kayak', 'gin', 'yaa']"
167,2022-04-06 05:30:04,ahmad_susena,,[''],[''],['']
168,2022-04-06 05:29:34,SeenTjong,,[''],[''],['']
169,2022-04-06 05:29:00,Bekicauw,kalo udah sadar kenapa gak bilang,"['kalo', 'udah', 'sadar', 'kenapa', 'gak', 'bilang']","['kalo', 'udah', 'sadar', 'gak', 'bilang']","['kalo', 'udah', 'sadar', 'gak', 'bilang']"
170,2022-04-06 05:27:23,Joe_Bontot,felis wkwkwk ratusan juta,"['felis', 'wkwkwk', 'ratusan', 'juta']","['felis', 'wkwkwk', 'ratusan', 'juta']","['felis', 'wkwkwk', 'ratus', 'juta']"
171,2022-04-06 05:27:05,arRiz4l,sedang tren,"['sedang', 'tren']",['tren'],['tren']
172,2022-04-06 05:26:10,ahmad_susena,,[''],[''],['']
173,2022-04-06 05:25:39,AhmadAhmadkusa1,,[''],[''],['']
174,2022-04-06 05:25:18,ahmad_susena,silalahi,['silalahi'],['silalahi'],['silalahi']
175,2022-04-06 05:25:14,Android_AK_47,modal pencitraan selfi sana sini priode pertama gagal priode kedua gagal priode maksa banget,"['modal', 'pencitraan', 'selfi', 'sana', 'sini', 'priode', 'pertama', 'gagal', 'priode', 'kedua', 'gagal', 'priode', 'maksa', 'banget']","['modal', 'pencitraan', 'selfi', 'priode', 'gagal', 'priode', 'gagal', 'priode', 'maksa', 'banget']","['modal', 'citra', 'selfi', 'priode', 'gagal', 'priode', 'gagal', 'priode', 'maksa', 'banget']"
176,2022-04-06 05:25:02,Mukidioon2,,[''],[''],['']
177,2022-04-06 05:25:00,Bekicauw,kebodohan yang harus segera diakhiri just say,"['kebodohan', 'yang', 'harus', 'segera', 'diakhiri', 'just', 'say']","['kebodohan', 'just', 'say']","['bodoh', 'just', 'say']"
178,2022-04-06 05:24:58,ardimasaja,semenjak ada mereka indonesia tidak sedang baik saja,"['semenjak', 'ada', 'mereka', 'indonesia', 'tidak', 'sedang', 'baik', 'saja']","['semenjak', 'indonesia']","['semenjak', 'indonesia']"
179,2022-04-06 05:24:37,ahmad_susena,felis semoga menjadi kenyataan biidznillah,"['felis', 'semoga', 'menjadi', 'kenyataan', 'biidznillah']","['felis', 'semoga', 'kenyataan', 'biidznillah']","['felis', 'moga', 'nyata', 'biidznillah']"
180,2022-04-06 05:24:09,La_Hamu,apa kabar,"['apa', 'kabar']",['kabar'],['kabar']
181,2022-04-06 05:23:39,dndtirani,sendok don adam kalau big data rahasia masak kita dipaksa ikut kudeta konstitusi lha kok enak jokowi binatang cebong amel jogja ginting kadrun tarawih ramadhan inisial priode,"['sendok', 'don', 'adam', 'kalau', 'big', 'data', 'rahasia', 'masak', 'kita', 'dipaksa', 'ikut', 'kudeta', 'konstitusi', 'lha', 'kok', 'enak', 'jokowi', 'binatang', 'cebong', 'amel', 'jogja', 'ginting', 'kadrun', 'tarawih', 'ramadhan', 'inisial', 'priode']","['sendok', 'don', 'adam', 'big', 'data', 'rahasia', 'masak', 'dipaksa', 'kudeta', 'konstitusi', 'lha', 'enak', 'jokowi', 'binatang', 'cebong', 'amel', 'jogja', 'ginting', 'kadrun', 'tarawih', 'ramadhan', 'inisial', 'priode']","['sendok', 'don', 'adam', 'big', 'data', 'rahasia', 'masak', 'paksa', 'kudeta', 'konstitusi', 'lha', 'enak', 'jokowi', 'binatang', 'cebong', 'amel', 'jogja', 'ginting', 'kadrun', 'tarawih', 'ramadhan', 'inisial', 'priode']"
182,2022-04-06 05:23:04,Bekicauw,satu lagi alasan buat,"['satu', 'lagi', 'alasan', 'buat']",['alasan'],['alas']
183,2022-04-06 05:20:58,KangNcep8,vaduka keren neh tagarnya,"['vaduka', 'keren', 'neh', 'tagarnya']","['vaduka', 'keren', 'neh', 'tagarnya']","['vaduka', 'keren', 'neh', 'tagar']"
184,2022-04-06 05:20:15,muhamadroupp,,[''],[''],['']
185,2022-04-06 05:19:26,Mukidioon2,,[''],[''],['']
186,2022-04-06 05:19:14,Atepofficials,lho kok ada tagar emangah ada apahan,"['lho', 'kok', 'ada', 'tagar', 'emangah', 'ada', 'apahan']","['lho', 'tagar', 'emangah', 'apahan']","['lho', 'tagar', 'emangah', 'apahan']"
187,2022-04-06 05:18:12,petugaspartei,titi karnataipan tag jogja turu subuh inisial,"['titi', 'karnataipan', 'tag', 'jogja', 'turu', 'subuh', 'inisial']","['titi', 'karnataipan', 'tag', 'jogja', 'turu', 'subuh', 'inisial']","['titi', 'karnataipan', 'tag', 'jogja', 'turu', 'subuh', 'inisial']"
188,2022-04-06 05:18:07,Caberawit57,happy farewell,"['happy', 'farewell']","['happy', 'farewell']","['happy', 'farewell']"
189,2022-04-06 05:17:07,petugaspartei,revolusi bukan hal tabu tag jogja turu subuh inisial,"['revolusi', 'bukan', 'hal', 'tabu', 'tag', 'jogja', 'turu', 'subuh', 'inisial']","['revolusi', 'tabu', 'tag', 'jogja', 'turu', 'subuh', 'inisial']","['revolusi', 'tabu', 'tag', 'jogja', 'turu', 'subuh', 'inisial']"
190,2022-04-06 05:17:05,Mukidioon2,mukidi adalah komedian paoan atas negeri ini nyatanya,"['mukidi', 'adalah', 'komedian', 'paoan', 'atas', 'negeri', 'ini', 'nyatanya']","['mukidi', 'komedian', 'paoan', 'negeri']","['mukidi', 'komedian', 'paoan', 'negeri']"
191,2022-04-06 05:16:31,je_born,,[''],[''],['']
192,2022-04-06 05:15:56,kiswanto_sp,,[''],[''],['']
193,2022-04-06 05:15:43,manglaga,,[''],[''],['']
194,2022-04-06 05:15:34,Donoindiano,bdg,['bdg'],['bdg'],['bdg']
195,2022-04-06 05:15:12,CaveMan191919,waduh kalah perkasa dong apakah akan disusul dengan lgbt barangkali,"['waduh', 'kalah', 'perkasa', 'dong', 'apakah', 'akan', 'disusul', 'dengan', 'lgbt', 'barangkali']","['kalah', 'perkasa', 'disusul', 'lgbt', 'barangkali']","['kalah', 'perkasa', 'susul', 'lgbt', 'barangkali']"
196,2022-04-06 05:14:51,PejuangKeren1,sadarlah pak rakyat sdh semakin susah mana janji itu since   utc,"['sadarlah', 'pak', 'rakyat', 'sdh', 'semakin', 'susah', 'mana', 'janji', 'itu', 'since', 'utc']","['sadarlah', 'rakyat', 'sdh', 'susah', 'janji', 'since', 'utc']","['sadar', 'rakyat', 'sdh', 'susah', 'janji', 'since', 'utc']"
197,2022-04-06 05:14:47,Android_AK_47,kalau udah ngaak hargain lagi baiknya anda mundur itu lbih terhormat pak jokowi,"['kalau', 'udah', 'ngaak', 'hargain', 'lagi', 'baiknya', 'anda', 'mundur', 'itu', 'lbih', 'terhormat', 'pak', 'jokowi']","['udah', 'ngaak', 'hargain', 'baiknya', 'mundur', 'lbih', 'terhormat', 'jokowi']","['udah', 'ngaak', 'hargain', 'baik', 'mundur', 'lbih', 'hormat', 'jokowi']"
198,2022-04-06 05:14:44,Donoindiano,gerindra,['gerindra'],['gerindra'],['gerindra']
199,2022-04-06 05:14:34,JakTar9,president gagal listrik naik solar langka minyak goreng selangit pertamax naik tapi pertamina tetap rugi subsidi ilangkan semua tambah ppn naik masih aja ngotot bikin ikn liat utang segunung korupsi jaman dia banyak,"['president', 'gagal', 'listrik', 'naik', 'solar', 'langka', 'minyak', 'goreng', 'selangit', 'pertamax', 'naik', 'tapi', 'pertamina', 'tetap', 'rugi', 'subsidi', 'ilangkan', 'semua', 'tambah', 'ppn', 'naik', 'masih', 'aja', 'ngotot', 'bikin', 'ikn', 'liat', 'utang', 'segunung', 'korupsi', 'jaman', 'dia', 'banyak']","['president', 'gagal', 'listrik', 'solar', 'langka', 'minyak', 'goreng', 'selangit', 'pertamax', 'pertamina', 'rugi', 'subsidi', 'ilangkan', 'ppn', 'aja', 'ngotot', 'bikin', 'ikn', 'liat', 'utang', 'segunung', 'korupsi', 'jaman']","['president', 'gagal', 'listrik', 'solar', 'langka', 'minyak', 'goreng', 'langit', 'pertamax', 'pertamina', 'rugi', 'subsidi', 'ilangkan', 'ppn', 'aja', 'ngotot', 'bikin', 'ikn', 'liat', 'utang', 'gunung', 'korupsi', 'jaman']"
200,2022-04-06 05:14:31,Hartati44247904,suka ikutan,"['suka', 'ikutan']","['suka', 'ikutan']","['suka', 'ikut']"
201,2022-04-06 05:14:28,PopoleTv,,[''],[''],['']
202,2022-04-06 05:14:19,SaskiOktavia,nku,['nku'],['nku'],['nku']
